ITUB4,2014-02-19,0.5236
HGTX3,2021-04-30,0.106851
RADL3,2012-03-22,0.18009
ECOR3,2011-04-27,0.257162
ELET3,2011-06-17,0.877025
GOAU4,2018-05-22,0.04
SANB4,2017-10-09,0.069951
SAPR4,2010-01-04,0.026232
SULA4,2020-06-18,0.0643639
RENT3,2018-06-29,0.0649551
ELET6,2011-06-17,1.719
LREN3,2011-03-15,0.149804
HYPE3,2017-04-20,0.050897
LAME4,2015-01-09,0.0163992
CMIG4,2013-05-02,1.35875
BBDC3,2013-03-04,0.0187221
PETR3,2010-04-23,0.102085
ECOR3,2016-11-10,0.260093
VIVT3,2014-12-01,0.386857
GGBR4,2010-05-18,0.12
BRAP4,2011-11-01,0.747615
BBDC3,2018-08-02,0.0172483
ITUB4,2016-09-01,0.0150002
ENGI11,2013-08-12,0.116148
BBDC3,2011-02-14,0.0793656
BBDC3,2013-02-06,0.0661487
WEGE3,2014-06-25,0.07059
CIEL3,2013-03-14,0.054938
RADL3,2018-09-27,0.15789
EGIE3,2015-05-11,0.263628
PETR4,2012-05-14,0.2
GOAU4,2012-08-14,0.13
VIVT3,2020-05-29,0.944115
LAME4,2016-01-05,0.0351168
SAPR4,2018-04-27,0.013362
EMBR3,2013-09-24,0.04
BRSR6,2016-03-11,0.186328
ITSA4,2013-12-23,0.0849002
BBDC3,2020-03-03,0.0172486
WEGE3,2010-03-24,0.0430004
